original_row_index,oof_pred,rating_true
2840,4.03,4.0
21952,2.91,2.0
27791,3.74,3.5
53725,3.24,1.5
33677,3.83,3.5
48289,4.24,4.5
39754,4.14,1.0
18179,3.91,2.0
28633,4.12,5.0
13603,3.88,4.5
23124,3.51,3.5
27577,2.76,4.0
42355,3.9,4.0
2806,4.19,5.0
23278,3.39,3.5
57548,3.9,4.5
41847,2.8,2.5
30550,3.83,2.5
40357,3.53,2.0
28593,4.25,5.0
71503,3.75,3.0
1686,3.76,0.5
36274,4.48,5.0
8381,3.54,3.5
45012,4.32,4.0
79057,3.52,4.0
68459,3.95,5.0
32897,3.28,3.0
44824,3.38,4.0
73440,3.44,3.5
44494,3.78,4.5
57808,3.85,4.0
35293,3.69,3.0
7170,3.61,4.0
47070,3.48,4.0
43187,3.74,4.0
6041,3.01,3.0
44038,3.87,3.0
67352,3.8,4.0
29149,3.52,4.0
75655,3.9,3.5
30236,4.42,4.0
33570,4.03,5.0
63695,3.59,3.5
67747,3.62,5.0
12998,3.84,4.0
9727,3.81,4.0
54231,3.8,3.0
21837,4.18,5.0
43919,3.36,1.0
14837,3.01,4.0
60945,3.56,4.0
231,3.16,4.0
18968,3.44,3.5
62840,3.21,2.0
19816,3.32,1.0
29640,3.74,4.0
78002,2.49,3.0
38787,3.22,3.5
57540,4.21,4.5
24618,3.6,3.5
45375,3.07,1.0
79076,4.35,4.0
7495,4.2,5.0
18802,4.19,4.0
60541,4.11,2.0
18716,3.23,4.0
18231,2.95,4.0
28390,4.18,5.0
23621,3.73,1.0
81206,3.63,4.0
78437,3.25,4.0
67084,3.67,5.0
46899,3.26,2.5
33204,4.02,0.5
64426,4.21,5.0
68188,3.4,3.0
67249,4.34,5.0
12087,3.65,4.0
39292,4.41,5.0
69846,3.3,3.0
5099,4.05,5.0
63310,3.58,2.0
73052,3.97,4.0
55037,4.56,3.0
13679,3.77,3.5
351,3.48,3.5
49083,3.31,3.0
74686,3.84,5.0
4335,3.99,4.0
70440,4.1,4.0
21278,3.23,4.0
71999,3.53,4.0
43509,3.54,3.5
45969,3.43,4.0
38221,4.04,4.0
57626,3.58,3.5
75349,4.31,1.0
13986,4.01,4.0
56187,3.71,4.0
77058,3.32,3.0
29803,3.99,5.0
9309,2.92,3.0
31058,4.39,5.0
29733,3.55,4.5
19177,3.93,4.5
74083,3.92,3.0
34945,3.68,3.5
4204,3.61,5.0
39894,2.76,4.0
37123,4.17,5.0
57934,4.0,5.0
29996,3.46,3.0
47666,3.73,3.0
6738,4.43,4.0
71133,3.53,3.5
13438,3.0,3.5
36330,3.53,5.0
15066,3.83,3.0
21754,4.2,5.0
61778,3.31,4.0
25427,3.27,2.5
36215,4.25,4.0
16165,3.61,2.5
61081,3.18,2.0
77453,3.78,3.0
45450,4.32,3.0
69560,4.03,4.0
30919,3.25,4.0
46579,3.51,3.0
46883,3.74,3.5
70781,2.38,2.5
59987,3.63,4.0
62940,4.1,4.5
1562,3.25,2.0
79724,3.57,4.0
25755,3.82,4.0
42394,3.7,5.0
68328,3.59,4.0
75075,3.64,4.5
33233,3.79,4.5
1905,3.16,1.0
10654,3.7,3.0
31961,3.6,3.0
26483,3.95,3.0
25357,3.92,2.5
35708,4.07,3.0
70863,3.2,2.0
64602,4.27,5.0
79984,4.12,5.0
73809,3.2,2.0
41474,4.41,5.0
47589,4.28,4.5
12011,3.98,1.5
31078,4.16,4.0
59074,3.84,5.0
35637,3.21,2.0
43432,2.95,2.0
33864,3.61,4.5
75666,3.21,4.5
65772,3.38,2.5
50097,3.31,3.0
28921,3.66,3.5
81363,3.97,2.0
25822,4.11,3.0
70323,3.77,2.0
1325,3.59,1.5
54799,3.0,1.0
2880,3.63,3.0
62060,3.93,4.5
14186,3.81,4.0
10275,4.05,4.5
15932,3.25,4.0
9140,3.32,3.5
53116,3.56,3.5
10284,3.72,3.5
20068,3.44,3.0
43889,4.28,5.0
28422,3.88,5.0
66861,3.43,3.0
8983,4.13,4.5
14649,3.45,3.0
66905,4.01,5.0
2421,3.24,4.0
17418,4.18,4.5
55747,4.25,3.5
80832,3.51,4.0
56910,3.8,3.0
72531,3.48,4.0
68621,3.67,3.0
24619,3.73,2.5
65456,3.2,4.0
15756,3.64,4.0
31743,3.41,4.0
5969,2.8,4.0
62892,4.02,4.0
42711,3.91,3.0
78188,4.19,4.5
43626,3.9,3.5
15933,3.51,5.0
17480,3.28,3.0
54802,3.62,2.5
19347,3.83,4.0
41277,3.84,2.0
62131,4.12,3.0
81872,3.92,4.0
66323,3.54,2.5
51087,3.96,4.5
53081,3.99,5.0
23924,3.13,3.0
52313,3.18,2.0
27908,3.6,5.0
16275,3.68,1.5
39399,3.33,4.0
72717,4.06,5.0
21600,3.28,0.5
78913,2.8,4.0
71193,3.57,2.5
34804,4.24,5.0
77491,3.1,1.5
59723,3.64,4.0
7235,3.99,3.0
81271,2.65,4.0
9424,3.55,3.5
16935,2.86,5.0
40411,3.64,2.5
79946,3.88,5.0
69707,3.77,3.0
76476,2.61,2.5
1889,3.39,4.0
8452,2.45,3.0
50978,3.57,4.5
4556,3.89,4.0
56754,3.56,4.0
17077,3.3,3.0
20259,2.74,2.0
75139,4.2,5.0
80654,3.25,1.0
13541,3.35,3.0
81540,3.15,3.0
57335,4.22,2.5
5685,3.43,4.0
71524,3.52,3.5
789,3.69,2.5
79775,3.99,4.5
50944,4.13,4.5
12134,3.25,4.0
20834,3.42,2.0
28684,3.38,4.0
35297,2.79,3.5
66761,3.28,4.0
21433,4.16,4.5
20353,3.8,4.0
6513,3.08,3.0
57802,3.17,3.5
23251,3.56,3.0
14039,3.52,5.0
54685,3.41,3.0
58660,3.42,5.0
29638,3.93,4.0
1530,3.7,3.0
15028,4.16,3.0
18886,3.79,2.5
47503,4.13,4.0
34317,3.42,3.0
60773,3.61,3.5
71281,4.28,4.5
23632,3.94,4.0
74434,4.13,5.0
81481,3.89,5.0
9966,3.3,3.5
764,3.55,3.0
36474,3.26,1.5
32905,3.19,1.0
55532,2.52,2.0
55076,3.56,3.5
4646,4.14,5.0
26473,3.85,4.0
51683,3.65,2.5
62607,3.74,4.5
40672,3.72,3.0
66514,3.94,4.0
40518,3.34,3.5
37958,2.74,4.0
61826,3.56,4.0
62007,4.43,4.0
70976,3.74,2.0
38087,3.85,4.0
69973,3.51,3.5
55551,4.17,4.5
6565,3.7,4.5
3906,3.67,3.5
28023,3.89,5.0
45553,3.71,4.0
1847,3.39,2.0
53478,3.41,3.5
55939,4.02,3.0
55890,4.24,3.5
53646,4.08,3.5
69301,3.63,4.0
10877,3.84,4.0
43153,3.53,3.0
41657,3.88,4.0
13132,4.09,3.0
26242,4.34,4.0
17309,3.42,1.5
43973,2.84,2.0
72751,4.08,3.0
62275,3.81,3.5
10246,4.15,4.0
80997,3.64,4.0
45019,3.9,4.0
61231,4.11,4.0
56791,2.81,3.0
16263,3.92,4.5
42192,4.19,4.0
55415,3.28,2.0
78006,4.18,5.0
6298,3.1,3.5
20708,2.97,3.0
79198,3.44,2.0
34405,3.5,4.0
81448,3.59,3.0
60454,3.53,4.0
2697,3.87,3.0
75357,4.13,1.0
39819,3.94,5.0
43879,2.62,2.0
13914,3.87,4.5
26711,4.03,5.0
21493,3.34,4.0
68471,4.24,4.0
24490,3.72,3.0
21261,3.27,4.0
61354,2.8,2.0
62834,3.78,4.0
10,3.71,4.0
42152,3.83,5.0
66677,4.07,3.0
51086,3.71,5.0
77505,3.6,3.5
29655,4.08,5.0
65116,3.45,3.0
69195,4.37,5.0
16256,3.97,4.5
57823,3.83,3.0
55739,4.18,3.5
57924,3.8,4.5
6389,2.9,2.5
20685,4.01,5.0
13096,4.05,4.0
47613,4.17,5.0
27315,3.99,4.0
45301,3.85,4.0
42703,3.39,2.5
21226,3.74,3.0
68996,3.96,5.0
74325,4.15,3.0
78892,3.5,4.5
37522,3.2,2.5
73529,3.86,4.0
10222,3.05,2.5
14846,4.05,5.0
46358,4.45,5.0
25109,3.01,3.0
16817,3.95,3.5
26362,3.14,2.0
17490,3.75,5.0
74552,3.26,1.0
24653,2.99,1.0
23871,3.42,0.5
79203,3.59,1.5
66264,4.06,3.5
2388,2.86,3.5
65175,3.45,5.0
50150,3.51,3.5
66988,3.97,3.0
44684,3.33,3.5
40633,3.78,3.5
39367,3.47,1.5
35526,3.57,3.5
41861,3.57,4.0
15309,3.62,5.0
10923,3.01,3.5
23738,2.92,4.0
75712,3.29,3.5
16290,4.05,3.5
57081,3.29,0.5
73362,3.52,2.0
70210,4.16,4.0
67562,3.11,3.0
77244,3.48,3.5
8901,3.48,2.5
43744,3.07,3.5
23900,3.69,4.0
62207,3.97,4.0
53810,2.6,0.5
69659,3.35,3.0
58477,4.08,2.0
45690,3.11,4.0
51082,3.25,4.5
54031,3.46,3.0
66987,3.76,4.0
74196,3.79,3.0
31277,3.79,2.5
1874,3.04,1.0
30194,3.7,3.5
20668,3.32,3.0
32282,4.26,3.0
37571,3.5,3.5
12870,3.98,4.0
45145,3.69,5.0
77112,3.17,1.5
64277,3.84,3.0
63759,3.48,2.0
36694,4.18,3.0
75960,3.07,2.0
10554,3.79,3.0
15353,3.63,4.5
27007,3.2,4.0
1446,3.27,2.0
69804,3.46,3.0
39545,3.37,3.0
20756,3.63,4.0
60718,3.26,1.0
79581,3.26,4.0
56327,4.15,4.0
24825,3.41,4.0
27857,3.95,3.5
62752,2.54,3.0
48431,3.04,1.0
81661,3.32,2.0
24224,4.05,2.5
63038,3.16,3.5
49571,3.95,4.5
73805,3.53,2.0
30564,2.9,0.5
69570,3.54,2.0
47974,2.88,1.0
17227,3.87,3.0
54946,3.99,3.0
26808,3.63,5.0
32021,3.69,4.5
22899,3.53,4.0
64730,4.04,4.5
48140,3.17,4.0
31700,3.64,3.5
80014,3.92,4.5
24513,3.53,3.0
75306,3.36,3.0
13680,3.54,3.5
54029,3.6,3.0
30454,3.77,2.0
36620,4.07,3.0
11446,3.48,4.5
3756,3.26,4.0
34456,3.26,4.0
3338,2.99,2.0
71442,3.41,3.0
69074,3.57,4.0
40150,3.12,3.0
61440,3.58,3.0
76948,4.4,4.0
67151,3.66,4.0
53024,3.56,2.5
5178,3.99,3.0
24953,2.83,4.5
33284,3.48,4.5
69525,4.11,3.5
23535,3.71,5.0
16163,4.07,4.0
53460,3.63,2.5
5634,3.46,4.0
44019,2.97,3.0
40929,2.8,2.0
41038,3.66,5.0
74058,3.2,5.0
47154,3.15,5.0
24010,3.98,4.0
13292,3.11,1.5
51766,3.05,2.0
49002,4.17,3.5
38093,3.62,3.5
9547,4.01,4.5
6115,4.24,4.0
62769,3.04,3.0
7242,3.72,5.0
1684,3.75,2.0
23126,3.35,3.5
4598,3.66,4.0
55024,3.53,3.0
76740,3.49,4.0
44034,3.71,4.0
48215,3.38,1.5
10210,2.89,4.0
9558,3.83,4.0
74171,3.75,4.0
17415,3.21,4.0
53888,2.86,3.5
49048,3.36,4.5
13523,4.18,4.0
27567,3.07,4.5
69980,3.58,3.5
80851,3.96,4.5
66409,2.96,3.0
44964,4.04,5.0
21268,3.97,3.0
74488,3.74,2.0
14522,3.96,4.5
75918,2.98,3.0
818,3.8,4.0
13330,3.32,1.5
48752,3.56,3.5
70160,3.55,4.0
30743,3.64,2.5
33669,3.47,4.0
58108,3.32,4.5
79519,3.85,5.0
69061,3.61,2.0
14614,4.09,5.0
34403,3.26,3.5
64266,3.98,4.0
2431,2.86,4.5
73255,3.29,3.5
8881,3.83,3.5
58240,3.61,3.0
806,3.26,3.5
50381,4.13,2.0
55095,4.13,3.0
77559,3.62,3.0
59703,3.58,3.5
43232,2.75,3.0
66049,3.3,3.0
3817,3.01,2.5
56647,3.48,3.5
526,4.37,5.0
24255,3.15,3.0
55866,3.46,4.5
32633,3.59,4.5
68275,3.26,1.0
33661,3.77,4.5
14750,4.07,4.0
62692,3.96,0.5
56056,4.08,3.0
71890,4.4,4.0
2919,3.34,4.0
66749,3.56,4.0
17060,4.28,4.0
45329,3.36,5.0
41246,4.05,4.0
44227,3.72,3.0
19875,3.38,3.5
17919,3.65,3.5
38286,3.02,3.5
66564,3.01,4.0
51567,4.26,4.0
4057,3.6,3.0
48055,3.21,2.5
8396,3.7,3.5
9349,3.56,2.5
9374,3.04,0.5
7595,4.06,3.0
43003,3.47,4.0
72076,4.22,5.0
52567,3.64,3.0
40830,3.85,3.0
53053,4.33,3.0
2775,4.01,4.0
61087,3.28,5.0
79712,3.79,4.5
63841,4.05,4.0
372,3.38,3.5
28287,3.54,3.0
67419,3.37,5.0
34765,4.03,4.0
43990,3.65,3.0
21681,3.45,5.0
51392,3.97,3.0
24181,3.71,4.0
48911,3.36,3.5
30912,3.14,3.0
73718,3.58,4.0
813,3.76,4.5
54895,4.07,3.5
18921,3.83,3.5
9255,2.64,0.5
8046,3.99,3.5
4247,3.47,4.0
69838,4.05,4.5
13196,3.89,2.0
68693,3.53,3.0
3203,3.83,2.5
58386,3.77,3.0
54501,3.65,3.5
58828,3.02,4.0
11524,3.75,5.0
61832,3.3,3.0
70495,3.4,3.5
69085,3.18,5.0
41280,4.06,4.0
52384,3.18,3.5
50501,3.87,4.0
53525,3.11,1.5
79079,3.8,4.0
34225,3.46,3.5
2802,4.08,4.0
55718,4.49,3.5
24564,3.68,3.0
14074,3.05,5.0
37059,3.73,4.5
24484,3.38,3.5
80681,3.69,3.0
72489,3.1,3.0
66744,4.01,4.5
47454,3.96,4.0
29211,3.94,3.0
75783,3.86,4.0
31788,3.63,4.0
35255,3.59,4.0
26970,3.93,2.0
47944,3.95,4.0
32551,3.66,2.5
42117,3.95,4.0
42767,3.7,3.0
41003,4.52,5.0
3894,4.01,3.0
72624,3.3,3.0
11220,4.23,3.5
19668,3.26,3.5
76170,4.05,4.0
5709,3.38,4.0
1919,3.68,2.0
7039,3.14,2.0
47612,4.42,5.0
33684,3.46,4.0
71224,3.38,3.0
65594,3.02,4.5
44872,4.19,4.0
28558,3.92,4.0
7797,3.92,4.0
8977,2.56,0.5
54205,3.53,2.0
43285,3.41,2.5
27663,4.24,4.5
31772,3.91,3.5
27480,3.24,3.5
7349,3.87,2.0
33740,3.98,4.5
50080,3.66,3.5
4927,3.86,4.5
78563,4.17,3.0
31951,3.99,4.0
15817,3.65,3.0
35672,4.39,3.0
53384,3.82,3.5
55395,3.32,1.5
22994,3.39,3.0
16380,3.5,3.5
52681,2.88,2.0
43395,3.52,4.0
77749,3.79,4.0
7011,3.74,4.0
26073,3.42,5.0
26824,3.67,4.0
71661,3.73,4.5
31974,3.89,4.5
25113,3.68,2.5
19846,3.09,3.0
19986,3.83,5.0
2232,3.31,5.0
8095,3.3,4.0
64288,3.93,4.0
44301,3.83,4.0
24203,3.66,3.0
7365,3.73,4.0
43401,3.87,4.0
12572,3.66,4.0
69991,3.84,3.5
22703,2.97,5.0
56232,3.82,1.0
74469,4.37,4.0
12996,3.38,2.0
9621,3.09,3.0
68829,3.57,3.0
22787,3.87,4.5
32948,3.89,3.0
70982,3.67,3.5
80583,3.6,4.0
48411,3.91,4.0
27090,3.73,4.0
19309,3.32,3.0
48594,3.97,4.0
77802,2.95,2.0
76561,3.59,3.5
44443,3.1,2.5
75186,4.33,4.0
72091,4.08,5.0
26290,3.22,3.0
65399,3.72,4.0
50273,3.34,3.0
21425,3.98,5.0
59872,4.24,3.5
12800,3.91,5.0
45773,3.32,4.0
40800,3.53,3.0
53207,4.31,5.0
73928,3.62,5.0
42289,3.92,5.0
59973,3.95,3.0
7507,3.81,5.0
5639,3.23,3.0
38896,4.19,5.0
25298,3.11,2.5
19260,3.0,5.0
37447,3.0,4.0
32513,3.48,5.0
65267,3.71,3.5
41739,3.79,4.0
21045,3.69,5.0
50834,3.47,4.0
47564,3.61,5.0
4637,3.87,4.0
7628,3.34,2.0
29453,4.28,5.0
74896,3.79,4.0
22108,4.27,5.0
25994,3.9,3.0
73324,3.26,3.5
80350,3.68,4.0
55347,2.92,2.0
61744,3.49,4.0
50268,4.2,4.0
53605,3.25,1.5
23011,3.58,3.5
43220,3.47,3.0
12390,4.17,4.0
18929,4.09,4.5
75071,3.85,4.5
67682,3.99,4.5
42676,4.45,3.0
62745,3.5,2.0
55118,4.04,2.5
6434,3.98,5.0
49504,3.85,4.0
11879,3.89,5.0
9112,3.23,3.0
14700,3.77,4.0
36529,3.3,4.5
35758,3.22,4.0
70693,3.83,5.0
31889,3.39,4.5
67297,3.72,5.0
2278,3.74,3.0
28106,3.45,3.0
69832,3.51,2.5
68681,3.98,3.0
2318,3.84,3.0
22430,3.42,2.0
43417,3.06,2.5
13718,3.79,4.0
57077,3.27,3.5
23069,3.46,4.0
60647,3.76,2.0
80964,4.05,4.5
16913,3.41,4.5
37633,3.51,1.0
7067,3.91,5.0
8571,3.4,2.0
40210,3.98,3.0
58775,3.46,2.0
39654,3.09,4.0
73626,3.61,3.0
76311,3.75,4.0
38976,4.17,5.0
18631,3.93,5.0
77616,3.83,3.5
25139,2.95,4.0
14332,3.11,4.0
63746,3.19,2.0
58836,3.06,1.0
4676,3.39,3.0
30282,3.71,2.0
22339,3.84,4.0
24784,4.07,2.5
66913,3.67,2.0
73555,3.46,2.0
24943,3.24,1.0
76713,3.43,3.0
33219,3.8,4.5
48542,3.04,3.5
81312,3.43,5.0
15100,3.83,3.0
21526,3.47,3.5
7030,4.35,5.0
1475,3.07,3.0
81813,3.93,4.0
77138,3.02,2.5
30521,3.58,2.5
4365,4.14,5.0
51004,4.35,5.0
4156,3.75,5.0
55914,3.49,4.5
49406,3.64,3.5
72948,3.78,5.0
48739,3.98,5.0
70451,3.64,4.0
360,2.91,4.5
17356,3.05,1.0
42966,3.87,4.0
26261,3.91,5.0
5097,3.98,3.0
66586,3.34,4.0
51194,3.14,4.0
29429,3.66,5.0
33559,4.39,5.0
54478,4.15,5.0
62949,4.2,2.5
17767,4.36,4.0
7074,3.54,5.0
5770,3.89,4.0
52766,2.56,2.5
68101,3.54,5.0
61459,3.14,5.0
33943,3.27,1.5
12872,4.24,5.0
66066,3.73,5.0
23728,3.57,4.0
4078,4.1,5.0
56527,4.16,5.0
35094,3.09,4.5
13820,3.71,3.0
32726,3.91,4.5
69283,4.21,5.0
79860,3.75,4.5
73513,3.83,5.0
10042,3.95,4.5
19513,3.48,3.5
18553,3.72,2.5
75432,3.69,5.0
44689,3.99,4.0
26662,3.32,2.0
73407,3.57,4.5
65662,3.37,2.0
40460,3.16,2.5
9389,3.91,3.0
17602,3.44,3.0
80090,3.61,4.5
24880,3.6,2.5
21908,3.47,1.0
78052,3.88,5.0
46159,3.21,4.0
74544,3.01,2.0
21397,3.4,4.0
37972,4.08,4.0
42136,4.37,4.0
35827,4.02,4.0
37813,3.62,4.0
37329,3.36,3.0
2784,3.93,4.0
19719,2.86,0.5
31514,4.14,4.5
14108,3.58,4.0
22656,3.4,2.0
18648,3.48,1.0
67799,3.51,3.5
3915,3.52,4.0
72748,3.51,5.0
32101,3.74,4.5
15845,4.01,5.0
62824,3.14,4.0
26961,3.38,5.0
20597,3.84,2.0
19223,3.69,4.0
1771,3.8,2.0
22125,3.68,4.0
64848,3.76,4.0
11604,3.01,3.0
2766,2.92,3.0
81338,3.8,4.0
75806,3.8,5.0
16500,3.27,4.0
1961,3.07,1.0
8021,3.66,4.0
13660,3.47,4.5
58389,4.01,4.5
54960,3.72,3.5
81837,4.16,4.5
38963,4.25,4.0
15016,3.37,5.0
30962,3.34,2.0
48568,4.06,5.0
51161,3.4,4.0
44806,3.21,3.0
10794,3.89,4.5
21948,3.15,2.0
56564,2.65,2.5
11077,3.61,3.0
61276,4.25,4.0
51759,3.65,3.0
3461,4.08,4.5
49210,3.3,4.0
14699,3.44,4.0
29848,4.25,4.5
797,3.63,3.0
81016,3.38,4.5
16028,3.5,2.0
48047,3.97,5.0
38979,4.2,4.0
33487,3.93,4.5
44410,2.98,2.5
45846,4.0,2.0
81036,3.52,3.0
58233,4.08,5.0
17568,4.08,4.0
53290,3.73,5.0
61118,3.42,3.0
4346,3.51,4.0
36647,4.02,1.5
49818,3.94,4.0
55109,3.72,3.0
18829,3.92,3.5
55757,3.77,4.5
67328,3.69,3.5
45670,3.67,4.0
56478,4.23,4.0
19950,3.94,4.0
4902,4.28,4.5
54929,3.92,3.5
51378,3.19,3.0
27055,4.04,5.0
34877,2.84,1.0
24577,3.27,2.0
38263,3.15,2.0
49457,3.58,1.0
5963,3.98,4.0
6619,3.53,2.0
11989,3.96,5.0
51504,3.89,4.0
39909,3.91,4.0
11651,3.05,1.0
59595,4.07,4.0
29895,3.96,5.0
72171,4.06,4.0
54337,2.88,3.0
49499,3.7,4.0
46847,4.31,5.0
75716,3.96,4.5
33896,3.72,3.0
24860,4.0,2.5
43281,3.45,3.5
30239,4.34,4.0
21227,3.47,4.0
4349,3.74,4.0
19083,4.36,4.5
35475,3.44,3.0
73002,3.79,5.0
67197,3.6,5.0
25675,4.33,4.0
60614,3.57,4.0
79391,3.62,4.0
19293,3.4,3.0
1062,4.09,3.0
40650,4.03,5.0
14782,3.31,4.0
79728,3.04,3.5
12643,3.72,4.0
48077,3.73,4.0
36748,3.63,2.0
43519,3.55,3.5
20023,3.45,3.0
34232,3.54,3.0
78750,3.82,4.0
75464,4.05,3.5
26200,3.32,2.0
69574,3.39,3.0
45213,4.15,5.0
48312,3.61,3.0
50937,3.75,4.5
63865,4.06,2.0
11119,4.23,5.0
24678,3.48,3.0
33063,3.53,4.0
55040,4.11,3.0
20004,3.45,5.0
73076,3.13,3.0
6436,3.6,3.0
42968,3.94,4.0
78026,3.39,4.0
15523,3.76,4.0
37154,4.15,5.0
74034,2.95,3.0
55201,3.78,3.0
21214,3.36,3.0
15629,4.13,4.0
41642,3.75,5.0
33272,3.73,3.5
30378,2.96,3.5
54418,3.45,2.0
56708,3.46,2.5
2938,4.18,1.0
36043,3.39,3.0
3420,4.38,4.5
4291,3.3,4.0
43538,3.91,2.0
72334,3.45,4.0
44563,3.21,3.5
31712,2.8,3.0
43226,2.79,3.0
66250,3.43,2.5
60018,4.16,3.0
79376,3.73,3.0
74773,4.01,4.0
80812,4.15,3.5
8397,3.67,3.5
25411,2.53,1.5
3273,3.84,3.5
48995,3.41,4.5
34753,4.19,4.0
62525,3.79,3.5
73702,3.14,4.0
80461,3.82,1.0
17074,3.37,4.0
6728,3.9,5.0
23077,4.01,4.5
66156,3.93,4.0
56667,3.95,3.5
59952,3.48,3.0
76420,4.09,4.0
4942,3.66,4.0
73459,3.54,2.0
16876,3.2,4.0
64231,4.05,3.0
41419,4.17,5.0
71961,4.38,5.0
47729,3.16,5.0
60831,4.05,4.0
49442,3.82,2.0
34930,3.59,2.0
20763,2.88,3.0
66415,3.84,4.0
69210,3.27,4.0
22799,3.58,3.5
27741,3.49,5.0
53509,3.43,1.5
69925,2.89,2.5
32919,3.99,3.0
52046,3.58,3.0
55351,3.56,2.5
46648,2.87,3.5
70536,3.87,5.0
3898,3.22,2.5
74013,3.47,4.0
35188,3.49,1.5
66390,3.65,3.0
75062,3.72,5.0
15173,3.55,2.0
44386,4.08,4.0
55562,3.05,1.5
43362,3.52,3.0
66079,3.72,5.0
530,4.19,4.0
56579,2.76,3.5
15225,3.26,4.0
49759,4.23,4.0
9097,3.1,2.0
1714,3.43,1.0
79914,3.42,4.5
49296,4.2,5.0
2825,4.02,3.0
52157,3.53,3.5
79213,3.23,3.5
10949,3.11,3.0
69874,3.69,3.0
18525,3.98,4.5
16194,3.85,3.5
54780,3.43,2.0
57709,3.49,4.5
738,3.87,5.0
64965,3.22,3.0
27602,3.7,4.5
68266,3.63,1.0
48800,3.85,3.5
13545,3.15,2.5
67178,3.19,5.0
5465,3.99,5.0
27366,4.05,5.0
17975,4.12,3.0
28414,4.34,5.0
56382,3.52,2.0
57448,3.46,5.0
18420,3.83,3.5
25387,3.05,2.5
45567,3.6,4.0
10153,3.52,4.0
72191,4.32,5.0
73862,2.91,3.0
19113,4.37,5.0
27662,3.81,3.5
51037,3.19,5.0
55749,2.95,4.0
30393,3.64,3.0
78605,3.44,3.0
66220,3.51,4.0
79044,4.2,5.0
24746,3.78,4.0
25880,4.12,5.0
61859,3.47,4.0
81884,3.86,4.0
77085,2.73,2.0
80004,3.24,4.5
66515,3.46,4.0
54051,3.49,3.0
9942,4.12,5.0
54233,3.6,3.0
12746,3.84,5.0
53945,3.7,4.0
2924,3.35,5.0
7457,3.31,0.5
17070,3.7,3.5
46892,3.82,2.0
15811,3.36,4.0
46031,3.63,3.5
13010,4.1,5.0
34338,3.56,2.0
24855,3.48,2.5
69365,3.73,5.0
12544,3.23,3.0
50179,3.9,3.5
24481,3.79,2.5
47899,3.91,3.0
19130,4.39,4.0
3310,3.32,2.0
50657,3.64,3.0
21981,3.34,3.0
59395,3.92,4.0
78165,3.85,3.5
53694,3.6,4.5
66399,3.07,3.0
43860,3.17,1.0
20122,3.81,5.0
39915,3.38,4.0
78817,3.46,4.0
12361,4.27,5.0
33275,2.97,4.0
11522,3.69,4.5
1831,3.02,3.5
2032,3.23,2.5
49079,3.66,3.5
51093,3.71,4.0
19285,4.05,3.0
72576,3.84,4.0
25314,3.76,4.0
8944,4.0,4.5
16362,3.58,3.0
45153,4.05,5.0
7440,3.17,0.5
12603,3.33,3.0
28142,4.26,4.0
35816,3.92,3.0
56163,4.13,4.0
63019,3.44,2.0
28082,3.32,4.0
5022,3.36,4.0
3683,4.3,4.5
69994,3.69,4.0
75569,3.81,3.0
68216,3.47,2.0
81228,3.73,4.0
56409,2.48,3.0
10850,3.32,3.0
19767,3.69,3.0
3087,3.69,3.0
24958,3.0,1.5
34546,2.91,4.0
40385,3.49,3.5
26733,4.2,4.5
9850,4.25,1.0
50126,2.89,4.0
37146,4.35,3.0
58434,3.34,4.0
18243,3.11,2.0
38893,3.93,3.0
59769,4.49,4.5
57408,4.04,4.5
35935,3.46,4.0
22166,3.41,3.0
21781,3.41,3.0
13444,3.55,3.0
79083,4.1,5.0
12917,4.13,5.0
35914,3.9,4.0
75912,2.92,3.5
35727,3.55,3.0
73741,3.66,3.0
57691,3.69,5.0
64609,3.52,4.0
25082,3.28,2.0
33857,3.3,3.0
37307,3.49,4.0
74006,3.55,4.0
18437,3.67,3.5
10756,3.7,4.0
40006,3.97,4.5
46096,3.92,3.5
23990,3.91,4.0
65314,3.67,4.5
46720,3.13,5.0
246,3.81,5.0
29471,3.74,4.0
52209,3.67,4.0
32380,4.41,5.0
2743,3.85,5.0
25539,3.19,2.5
51886,3.68,4.0
72801,3.35,3.0
36704,3.65,3.0
31670,3.28,4.0
18519,4.03,3.0
57042,3.59,2.0
71915,4.12,4.0
81415,3.78,5.0
43355,3.51,4.0
47046,3.1,3.5
15480,3.66,2.0
79163,4.41,4.5
37589,4.16,5.0
72193,4.11,5.0
2546,3.82,3.0
52774,3.41,2.5
24298,3.25,2.5
12180,2.87,5.0
77401,2.85,2.0
78043,2.91,2.0
6596,3.89,5.0
33276,3.11,5.0
51878,2.83,4.0
61136,3.54,2.0
70293,3.12,3.0
44496,3.08,4.0
81125,3.22,3.5
60751,3.72,3.5
80002,3.22,4.0
22397,4.07,3.0
63917,3.68,4.0
63039,4.51,4.0
54990,3.34,1.5
43225,2.73,2.0
81085,3.88,3.5
80211,3.91,5.0
65008,3.51,3.0
25086,3.37,2.0
73341,3.57,3.5
67786,3.8,4.0
4628,3.69,5.0
62644,3.25,3.5
62480,3.79,3.0
40457,3.73,1.5
62728,3.8,4.0
28134,3.61,3.5
14060,3.42,3.0
49248,3.67,4.0
4066,4.09,4.5
71891,3.94,4.0
10742,3.58,2.0
76540,3.55,4.0
52650,4.03,4.0
63658,3.89,2.5
70077,4.05,5.0
60865,3.42,1.0
24317,3.87,3.5
74604,3.55,3.0
33615,3.3,4.5
