original_row_index,oof_pred_knn,rating_true
7257,3.69,4.0
7259,3.29,5.0
7260,3.81,4.0
7263,3.75,5.0
7266,3.88,5.0
7267,4.17,5.0
7270,3.99,3.0
7272,3.43,5.0
7273,3.89,2.0
7275,3.03,3.0
7278,3.91,4.0
7279,3.62,5.0
7281,4.01,4.0
7282,3.92,4.0
7284,3.99,4.0
7285,3.96,5.0
7286,3.84,5.0
7287,4.14,5.0
7288,3.4,3.0
7289,4.0,4.0
7291,2.96,2.0
7292,2.66,1.0
7293,2.63,1.0
7297,3.2,3.0
7299,3.06,2.0
7301,2.46,3.0
7305,3.64,4.0
7306,3.6,3.0
7307,3.24,3.0
7310,3.69,5.0
7311,3.65,2.0
7312,4.1,5.0
7313,2.96,3.0
7314,3.27,2.0
7315,3.61,3.0
7316,3.38,4.0
7317,4.06,3.0
7319,3.99,4.0
7322,3.17,1.0
7324,3.79,4.0
7327,3.02,1.0
7328,3.38,3.0
7330,3.36,5.0
7333,3.83,5.0
7334,3.87,4.0
7335,3.77,4.0
7340,3.7,5.0
7342,4.05,4.0
7344,3.15,1.0
7348,3.74,4.0
7349,3.79,2.0
7350,3.65,5.0
7351,4.28,2.0
7352,3.82,2.0
7353,4.05,5.0
7355,3.64,2.0
7357,4.32,5.0
7358,3.95,4.0
7359,4.28,5.0
7361,3.98,5.0
7362,3.07,3.0
7364,2.49,4.0
7365,3.84,4.0
7366,2.75,1.0
7367,3.52,1.0
7368,3.57,5.0
7369,3.05,4.0
7372,4.09,5.0
7374,3.58,3.0
7375,3.52,3.0
7378,4.17,4.0
7379,4.05,5.0
7380,3.49,5.0
7381,4.02,4.0
7383,3.35,2.0
7386,3.77,5.0
7389,4.04,5.0
7392,3.59,1.0
7393,3.46,5.0
7395,4.23,5.0
7397,3.57,3.0
7398,3.81,2.5
7399,3.89,4.5
7400,4.2,5.0
7401,4.35,2.5
7402,3.8,4.0
7404,3.12,2.0
7406,4.25,4.0
7407,4.53,2.5
7408,2.99,1.5
7411,3.84,4.5
7412,4.26,4.5
7413,3.94,5.0
7414,3.05,0.5
7415,3.82,3.5
7421,4.02,4.0
7422,4.23,3.5
7423,4.37,3.5
7426,3.73,4.0
7428,3.53,3.0
7429,3.96,3.5
7433,3.37,0.5
7437,3.7,3.5
7443,3.45,1.0
7445,3.47,1.5
7446,3.93,4.0
7448,3.32,1.5
7449,3.86,3.0
7452,3.91,1.5
7453,3.18,4.0
7454,3.89,4.0
7464,4.38,5.0
7465,4.1,4.0
7466,3.78,5.0
7467,3.66,2.0
7468,3.86,4.0
7469,3.94,4.5
7471,4.23,4.5
7472,3.63,4.0
7473,2.52,3.5
7477,4.23,4.0
7478,3.29,2.5
7479,3.7,4.0
7480,4.5,5.0
7482,4.09,4.0
7483,4.32,4.5
7486,4.43,5.0
7488,3.19,2.5
7489,3.72,5.0
7490,3.83,4.5
7491,4.09,5.0
7492,3.37,4.0
7493,3.91,3.5
7495,3.89,5.0
7497,2.78,4.5
7499,3.76,3.5
7500,3.64,3.5
7501,3.49,4.0
7502,3.58,3.0
7503,3.81,5.0
7505,4.02,5.0
7506,4.21,4.0
7507,3.84,5.0
7511,4.0,5.0
7513,3.71,3.0
7514,3.99,5.0
7515,3.67,4.5
7518,4.02,4.5
7519,4.03,5.0
7521,3.52,3.5
7523,3.31,2.5
7524,4.2,5.0
7525,3.37,4.0
7527,3.12,4.0
7529,3.74,3.5
7530,3.34,4.0
7532,2.92,3.0
7534,3.68,3.0
7536,3.91,3.0
7540,3.44,1.5
7541,3.76,2.5
7544,4.16,3.0
7546,3.6,3.0
7547,3.74,3.5
7548,3.58,2.5
7551,3.86,2.0
7553,4.1,5.0
7556,3.87,3.5
7557,2.46,2.5
7558,3.44,3.5
7560,3.38,2.0
7561,3.65,4.0
7562,3.92,2.0
7566,3.59,1.5
7568,3.56,2.5
7569,3.66,3.0
7571,3.59,3.0
7573,3.42,2.0
7575,3.94,5.0
7577,2.8,2.0
7579,4.15,4.0
7580,3.47,4.0
7582,4.13,3.0
7583,3.86,4.5
7586,3.49,1.5
7587,2.79,3.0
7591,3.61,3.5
7592,3.94,3.5
7594,2.89,2.5
7595,4.02,3.0
7596,3.15,3.5
7597,3.86,3.0
7599,3.43,3.5
7600,3.6,4.5
7605,4.22,5.0
7606,3.61,3.5
7608,4.14,5.0
7609,3.53,2.5
7610,3.06,3.5
7612,3.83,1.5
7614,3.69,3.0
7615,3.06,4.0
7617,2.57,2.0
7620,3.82,2.5
7621,3.12,0.5
7624,3.86,2.5
7626,3.33,3.5
7627,3.6,1.5
7629,3.64,2.5
7635,3.66,3.0
7641,3.87,2.5
7643,3.35,3.5
7646,2.82,4.0
7647,3.64,3.5
7650,3.96,5.0
7651,3.65,4.0
7653,3.4,3.0
7657,3.81,5.0
7660,3.88,4.0
7661,3.59,4.0
7662,2.77,4.5
7663,3.85,4.5
7664,4.06,3.0
7665,3.07,2.5
7666,3.83,4.5
7668,4.21,5.0
7670,4.09,4.0
7671,3.89,5.0
7672,3.51,3.0
7674,4.35,4.0
7676,4.53,3.5
7677,4.18,5.0
7678,3.94,4.0
7679,4.19,4.5
7681,3.86,4.5
7682,4.04,5.0
7683,4.25,4.0
7685,4.19,4.0
7686,3.85,4.5
7687,3.66,4.0
7688,3.56,3.5
7689,4.0,4.0
7690,4.21,5.0
7692,4.07,4.5
7693,4.03,3.5
7694,3.93,4.0
7696,3.87,4.0
7697,3.49,4.0
7701,3.27,3.5
7702,3.47,4.0
7705,3.47,4.5
7708,3.46,4.0
7709,4.02,3.0
7710,3.59,4.0
7712,3.35,3.0
7713,4.27,3.0
7716,3.62,4.5
7717,3.63,1.5
7718,3.94,5.0
7720,3.28,5.0
7721,4.04,5.0
7722,3.55,4.5
7724,3.21,4.0
7728,3.38,3.0
7730,3.44,0.5
7732,4.43,5.0
7733,3.14,1.0
7735,3.63,3.5
7737,3.84,4.5
7739,3.45,3.0
7740,3.35,5.0
7742,3.7,4.0
7745,3.94,4.5
7748,3.98,5.0
7750,4.2,1.5
7751,4.13,1.0
7754,3.91,2.0
7755,3.99,5.0
7756,3.61,3.0
7761,3.39,4.0
7762,3.76,4.5
7763,3.69,5.0
7770,3.42,1.0
7771,3.77,4.0
7772,3.7,2.0
7773,3.55,4.5
7774,4.24,4.5
7775,3.21,4.5
7777,2.94,4.0
7778,2.88,4.0
7779,3.91,3.0
7781,3.63,5.0
7783,4.0,5.0
7784,4.04,4.5
7785,3.8,4.5
7791,3.53,5.0
7792,3.97,5.0
7793,3.49,2.0
7794,3.48,4.5
7798,3.8,4.0
7802,3.27,4.5
7804,4.31,5.0
7805,3.75,5.0
7806,4.04,5.0
7807,3.23,5.0
7809,4.05,5.0
7812,3.62,3.5
7814,3.8,3.0
7815,2.76,5.0
7816,3.62,3.0
7818,3.23,3.0
7820,3.78,5.0
7822,4.53,5.0
7823,3.32,4.0
7825,3.86,4.0
7827,3.63,4.0
7829,4.01,4.0
7833,3.69,3.0
7834,4.33,4.0
7835,4.5,5.0
7836,3.83,5.0
7838,3.65,4.0
7839,4.03,5.0
7841,4.16,5.0
7842,4.09,2.0
7843,4.43,4.0
7846,4.22,5.0
7848,3.89,5.0
7849,4.14,4.0
7852,4.27,5.0
7855,3.51,4.0
7857,3.44,4.0
7858,3.42,2.0
7860,4.35,5.0
7862,3.7,4.0
7864,3.81,5.0
7865,3.94,5.0
7866,3.91,4.0
7867,4.33,4.0
7870,4.29,4.0
7871,3.67,5.0
7872,3.64,4.0
7873,3.25,4.0
7874,4.29,4.0
7875,4.28,5.0
7876,3.97,3.0
7877,4.38,5.0
7878,3.83,5.0
7883,4.09,4.0
7884,4.09,2.0
7885,3.92,5.0
7886,3.6,5.0
7887,3.83,4.0
7888,3.9,5.0
7890,3.52,3.0
7892,3.59,4.0
7895,3.98,4.0
7896,3.37,3.0
7897,3.58,5.0
7899,3.83,5.0
7900,3.94,4.0
7901,3.87,4.0
7903,3.49,5.0
7906,3.36,4.0
7907,3.37,5.0
7911,3.18,3.0
7912,3.77,1.0
7913,3.25,5.0
7914,3.58,4.0
7916,4.08,5.0
7918,3.54,5.0
7922,3.65,3.0
7923,4.08,5.0
7924,3.39,3.0
7928,3.44,5.0
7929,4.09,4.0
7932,3.31,5.0
7933,3.52,4.0
7937,3.95,3.0
7938,3.7,5.0
7939,3.81,5.0
7940,3.32,4.0
7941,3.68,5.0
7942,4.25,5.0
7944,3.89,4.0
7946,2.92,4.0
7947,3.29,3.0
7949,3.87,5.0
7950,3.44,3.0
7953,3.32,5.0
7955,3.49,4.0
7956,4.24,3.0
7957,3.39,3.0
7958,3.29,3.0
7959,3.7,3.0
7960,4.01,4.0
7961,3.19,3.0
7962,3.12,1.0
7965,3.27,4.0
7966,3.22,2.0
7967,3.7,4.0
7970,3.76,3.0
7973,4.07,3.0
7975,4.03,4.0
7977,4.06,4.0
7981,4.43,3.0
7983,4.53,4.0
7984,4.12,4.0
7985,2.99,3.0
7987,3.5,4.0
7988,3.94,4.0
7990,3.55,4.0
7991,4.17,3.5
7992,3.48,3.5
7995,3.21,4.0
7996,3.82,3.5
7997,3.35,3.5
7998,3.4,3.0
7999,4.08,2.5
8000,3.7,3.5
8001,4.43,4.0
8002,4.28,4.0
8003,4.23,4.0
8004,3.92,4.0
8006,4.19,4.0
8007,4.06,4.0
8008,3.52,3.0
8009,3.8,4.0
8010,3.88,3.5
8011,4.29,4.5
8012,4.27,3.5
8013,4.33,4.0
8014,3.97,3.5
8016,4.05,4.5
8017,4.21,4.0
8018,4.23,4.0
8019,4.21,4.5
8022,3.53,4.0
8023,3.57,4.0
8024,3.25,3.0
8025,3.48,4.0
8026,4.07,4.0
8028,3.36,4.0
8029,2.96,2.5
8032,3.88,4.0
8034,3.91,4.0
8037,3.95,4.5
8038,4.01,1.0
8041,3.55,4.5
8046,3.94,3.5
8047,4.0,3.5
8048,4.31,5.0
8049,3.96,4.0
8050,3.23,3.5
8051,3.33,3.5
8053,4.02,3.5
8054,4.04,4.0
8056,3.91,4.0
8057,4.07,1.5
8059,3.48,3.5
8060,3.08,3.0
8061,3.72,3.0
8062,3.86,4.0
8064,3.94,1.0
8065,3.77,3.5
8066,4.04,5.0
8067,4.1,3.0
8070,3.61,4.0
8072,3.78,4.0
8073,3.58,4.0
8074,3.81,2.5
8075,3.66,3.0
8076,3.18,3.0
8077,4.16,3.5
8080,3.66,3.5
8082,3.43,3.5
8085,3.85,4.5
8088,3.23,4.0
8089,3.54,4.0
8090,3.37,4.5
8091,3.31,4.5
8092,3.46,4.0
8094,2.85,4.0
8095,3.21,4.0
8096,4.08,3.5
8098,2.89,4.0
8100,3.75,5.0
8101,3.71,5.0
8102,2.48,3.5
8104,4.27,5.0
8105,3.05,4.5
8109,3.4,4.5
8110,2.86,2.0
8111,3.97,4.5
8113,3.86,3.0
8115,3.74,4.5
8116,4.25,5.0
8121,3.25,4.5
8122,3.92,3.5
8123,3.93,4.5
8126,4.09,4.5
8128,3.69,4.5
8129,3.75,4.5
8130,3.27,4.0
8138,2.81,3.5
8140,4.01,5.0
8141,4.09,3.5
8142,3.94,5.0
8146,3.86,4.5
8150,4.04,5.0
8152,3.78,4.0
8153,3.44,4.5
8154,3.85,5.0
8157,3.37,3.0
8158,3.74,3.0
8159,3.93,4.0
8160,3.74,5.0
8161,3.71,4.0
8163,3.8,4.0
8166,3.13,4.0
8167,3.14,4.0
8168,3.86,4.0
8174,3.27,5.0
8176,3.5,4.0
8177,3.54,3.0
8178,4.33,5.0
8179,4.17,5.0
8180,3.39,3.0
8182,3.56,5.0
8185,3.22,4.0
8187,2.97,3.0
8190,3.28,3.0
8195,2.82,3.0
8201,3.94,5.0
8202,3.51,3.0
8203,3.66,5.0
8204,3.31,5.0
8206,3.16,5.0
8208,2.81,4.0
8209,3.93,5.0
8210,3.53,5.0
8211,3.74,5.0
8212,3.99,5.0
8215,4.31,5.0
8216,4.08,4.0
8219,4.03,4.0
8220,4.21,5.0
8222,3.8,4.0
8224,3.44,4.0
8227,4.05,3.5
8228,3.5,2.5
8229,4.23,3.5
8230,4.28,4.0
8232,3.94,3.5
8234,4.13,4.0
8235,4.54,4.0
8237,3.81,3.0
8239,3.89,4.0
8244,4.19,3.5
8245,3.67,4.0
8246,3.67,3.0
8249,3.85,4.0
8250,4.34,4.0
8251,4.28,4.0
8254,3.8,3.5
8255,4.0,4.0
8256,4.28,3.0
8258,4.0,3.5
8261,4.01,4.0
8263,4.24,3.5
8266,3.92,4.0
8268,4.0,3.0
8270,4.01,3.0
8274,3.23,2.5
8276,3.97,3.0
8278,3.76,3.5
8280,3.21,3.0
8281,3.41,4.0
8283,3.73,3.5
8285,3.63,2.5
8288,3.08,3.0
8289,3.89,4.0
8290,4.06,3.0
8291,3.86,3.0
8292,3.97,3.5
8294,4.49,3.0
8296,3.41,2.5
8298,3.23,3.0
8299,3.91,3.0
8300,3.64,3.5
8302,3.34,2.5
8303,4.14,3.0
8305,4.07,3.5
8306,3.23,2.5
8309,3.83,3.0
8310,4.06,4.0
8312,4.07,3.5
8314,3.33,3.0
8315,3.72,3.5
8317,3.78,3.0
8318,4.11,3.5
8320,3.39,2.5
8321,3.7,3.5
8322,3.66,3.0
8323,3.83,3.0
8326,3.23,3.0
8329,3.58,3.0
8330,3.69,3.5
8331,3.9,3.5
8333,3.91,3.0
8334,3.45,3.0
8335,3.15,3.0
8336,3.83,3.5
8337,3.97,3.5
8338,3.76,3.0
8339,3.75,4.0
8341,3.44,3.0
8342,3.41,3.0
8343,3.75,3.5
8344,3.47,1.5
8345,3.37,2.5
8346,3.72,3.5
8349,3.42,3.5
8350,3.61,3.0
8352,3.96,2.5
8353,3.67,3.0
8355,4.02,3.0
8358,3.73,3.5
8359,3.86,3.5
8360,3.52,3.0
8362,3.0,3.0
8363,3.87,4.0
8366,4.22,3.5
8368,3.73,4.0
8374,3.83,4.0
8376,3.89,2.0
8379,3.89,3.0
8381,3.88,3.5
8383,3.32,3.5
8384,4.08,3.0
8387,4.17,2.5
8388,3.42,3.0
8389,3.97,4.0
8393,3.56,3.5
8396,3.69,3.5
8397,3.54,3.5
8399,3.89,3.5
8400,4.21,4.0
8402,4.02,3.5
8403,3.92,3.0
8406,4.05,3.5
8408,4.04,4.0
8411,3.97,3.0
8413,3.29,1.0
8416,3.72,2.0
8418,3.52,2.5
8419,3.83,4.5
8420,3.37,3.0
8421,3.53,2.5
8422,4.03,4.0
8423,3.12,1.5
8424,3.44,3.5
8427,3.67,2.5
8428,3.78,4.5
8429,3.61,4.0
8432,3.38,2.0
8434,3.46,2.0
8437,3.28,3.5
8438,3.84,3.5
8439,3.46,2.5
8440,4.13,4.0
8441,4.19,3.5
8442,3.45,3.5
8443,3.44,3.0
8444,3.8,3.5
8445,2.79,1.0
8446,2.83,2.0
8450,3.52,2.5
8452,2.52,3.0
8453,3.97,4.5
8454,3.79,3.5
8455,2.97,2.5
8457,3.52,4.0
8458,2.69,3.0
8459,3.75,5.0
8463,3.75,4.0
8464,4.08,4.5
8465,3.68,4.0
8466,3.39,3.5
8467,3.07,2.5
8468,4.35,4.5
8470,3.46,3.5
8471,3.4,3.0
8475,4.53,5.0
8476,2.75,2.5
8478,2.92,3.0
8479,2.89,2.0
8480,3.87,3.0
8481,3.53,4.0
8483,3.73,5.0
8486,3.76,3.0
8490,3.55,3.5
8491,4.01,3.5
8492,3.06,3.5
8493,4.11,4.0
8494,3.06,2.5
8496,3.82,3.5
8498,4.21,3.5
8499,3.18,4.0
8500,3.03,3.0
8502,3.92,3.5
8503,3.34,3.5
8504,3.08,3.0
8505,3.64,3.5
8506,3.8,4.0
8507,3.72,0.5
8508,3.0,3.5
8509,3.1,4.0
8510,4.17,5.0
8513,3.82,4.0
8516,3.4,5.0
8518,3.78,4.5
8519,3.35,4.0
8520,3.91,4.5
8521,3.52,3.5
8525,4.15,4.0
8526,3.47,1.5
8529,3.41,2.5
8530,3.23,3.0
8531,4.02,3.0
8533,3.77,3.0
8536,3.79,3.5
8537,4.02,2.5
8539,3.38,3.5
8541,3.35,3.5
8543,3.09,2.5
8547,3.76,3.5
8548,4.5,5.0
8550,4.34,4.5
8551,3.79,4.0
8554,4.05,4.5
8555,3.76,4.0
8556,3.42,3.0
8557,3.6,3.5
8558,3.99,3.5
8559,3.34,3.5
8560,3.58,3.0
8561,3.88,3.0
8562,3.52,3.5
8563,3.67,4.5
8566,3.95,4.0
8567,3.53,4.0
8570,4.12,5.0
8572,4.05,3.5
8575,3.6,3.5
8577,3.25,4.0
8578,4.29,3.0
8579,3.92,4.0
8580,3.82,3.5
8583,4.27,5.0
8586,4.14,5.0
8587,4.03,5.0
8588,4.37,4.5
8589,4.18,5.0
8590,3.95,4.5
8591,4.23,5.0
8592,4.09,5.0
8593,4.28,5.0
8596,3.87,3.5
8597,4.33,5.0
8599,4.27,3.0
8600,4.02,4.5
8601,3.83,4.5
8602,3.32,4.0
8605,3.81,3.5
8607,3.4,4.5
8609,4.08,3.5
8610,3.41,4.5
8611,3.98,4.0
8612,4.24,4.0
8613,3.69,4.0
8615,4.21,5.0
8616,3.54,4.5
8619,4.28,2.5
8620,4.13,5.0
8621,3.9,4.5
8623,3.95,3.5
8625,3.71,3.0
8626,3.51,3.0
8627,2.98,3.0
8628,3.85,4.0
8629,3.11,4.0
8630,3.55,3.5
8631,3.43,3.0
8633,3.93,4.0
8635,2.32,2.5
8636,3.66,3.0
8637,3.73,3.5
8639,3.33,3.5
8640,3.56,4.0
8641,3.67,4.0
8643,3.74,4.0
8646,3.54,4.0
8647,4.0,3.0
8648,3.08,2.5
8649,3.29,1.0
8650,3.48,3.5
8651,3.94,4.0
8654,2.75,2.0
8655,3.67,3.0
8656,3.41,3.5
8657,3.71,3.5
8658,3.28,3.0
8659,3.49,2.5
8660,2.64,0.5
8661,3.92,4.0
8662,3.38,3.5
8664,3.68,3.0
8666,3.34,4.5
8668,3.85,3.5
8669,2.62,1.0
8672,4.23,4.5
8673,4.1,4.0
8677,3.97,3.5
8678,3.72,4.0
8679,4.1,3.5
8682,3.85,4.5
8683,3.13,2.0
8684,4.17,4.0
8688,3.98,4.0
8690,3.53,2.0
8692,3.61,0.5
8693,3.14,3.5
8694,3.55,3.0
8696,3.74,4.5
8700,3.24,3.0
8701,3.14,1.0
8704,3.62,3.5
8705,3.79,3.5
8706,3.09,3.0
8708,3.4,4.0
8710,2.76,2.5
8712,3.62,3.5
8715,3.62,3.5
8717,3.9,4.5
8721,3.51,4.0
8722,3.63,4.0
8723,3.6,4.0
8724,3.46,4.5
8725,3.37,4.0
8729,3.2,2.5
8731,4.09,3.5
8732,3.51,2.5
8734,3.58,3.5
8735,3.03,3.5
8736,2.96,3.5
8737,3.83,2.5
8739,3.57,5.0
8740,3.68,3.5
8741,3.22,3.5
8742,3.66,3.5
8743,3.45,3.5
8745,3.48,4.0
8746,3.55,3.0
8747,4.2,3.0
8753,3.9,4.0
8754,3.53,3.5
8755,3.44,4.5
8756,3.66,3.5
8757,3.8,3.0
8758,3.83,3.0
8761,3.42,4.0
8763,3.83,4.0
8764,3.86,4.0
8767,3.47,3.5
8768,3.11,4.0
8770,4.08,4.0
8773,3.7,3.0
8774,3.61,4.5
8775,3.56,2.5
8776,4.03,4.5
8777,4.17,3.5
8778,3.52,3.5
8780,3.26,3.0
8782,3.49,2.5
8783,3.58,3.0
8785,3.75,3.5
8786,3.38,3.5
8788,4.04,4.5
8792,2.95,3.0
8793,3.45,3.0
8794,3.93,4.0
8795,4.22,3.0
8796,3.82,3.5
8797,3.77,2.0
8798,3.6,4.5
8799,3.46,4.0
8803,2.99,2.0
8804,3.73,4.0
8805,3.34,3.5
8806,3.25,4.0
8809,3.8,4.5
8811,3.45,3.5
8812,3.88,4.5
8813,3.56,3.5
8815,3.34,2.0
8817,2.91,3.0
8819,3.0,4.0
8824,3.56,2.0
8825,2.97,3.5
8826,3.46,3.5
8828,3.52,2.0
8830,3.32,3.0
8831,3.39,4.0
8832,4.1,4.5
8833,3.35,3.0
8834,3.02,3.0
8836,2.44,2.0
8837,3.34,3.5
8838,3.25,4.0
8839,2.8,3.5
8840,3.44,4.5
8842,3.89,4.5
8843,3.71,3.0
8845,2.75,2.5
8847,3.2,2.5
8849,3.32,3.0
8852,2.96,3.0
8853,3.77,3.5
8854,3.86,3.5
8855,2.85,2.0
8857,4.23,4.5
8859,4.01,3.5
8860,3.41,4.0
8862,3.46,3.5
8863,3.25,3.5
8864,3.47,3.0
8865,3.1,3.5
8868,3.94,4.5
8869,4.09,4.0
8870,3.71,4.0
8872,4.0,4.0
8874,2.89,2.5
8878,3.72,3.5
8879,4.02,4.5
8880,3.89,4.5
8882,3.31,4.0
8883,3.57,3.5
8885,3.5,4.0
8886,3.84,3.5
8887,3.84,4.5
8888,3.82,4.0
8889,3.25,3.0
8890,3.4,2.5
8892,3.71,3.5
8893,2.96,4.0
8894,4.03,4.0
8896,4.0,4.0
8897,2.8,2.0
8898,4.1,3.5
8899,4.04,4.0
8900,3.59,3.5
8902,3.45,4.0
8904,3.77,4.0
8905,3.93,3.5
8907,3.85,4.0
8908,3.32,3.5
8910,3.6,3.0
8914,3.47,3.5
8915,3.32,4.0
8918,3.17,3.5
8921,3.72,4.0
8922,3.97,3.5
8925,2.86,1.5
8927,3.96,3.0
8928,3.25,4.0
8929,3.46,4.0
8930,3.78,4.0
8932,3.38,4.0
8933,3.37,3.5
8934,3.51,4.5
8935,3.81,4.0
8936,3.4,3.0
8941,3.09,2.5
8943,3.96,3.0
8945,3.78,3.0
8947,4.06,2.5
8949,3.75,3.5
8950,3.01,4.5
8954,2.89,3.5
8955,2.91,3.5
8957,2.82,2.5
8958,3.36,3.0
8959,3.03,3.0
8960,3.53,4.0
8961,3.14,3.0
8962,3.46,2.5
8964,2.55,1.5
8965,3.54,4.0
8966,2.69,1.5
8972,4.02,3.5
8974,3.58,3.0
8976,2.84,2.0
8977,2.65,0.5
8978,2.72,3.0
8980,3.92,3.5
8982,4.13,4.0
8983,4.02,4.5
8984,3.73,4.0
8987,3.44,3.0
8989,3.04,2.5
8990,3.73,4.5
8993,3.13,1.5
8994,3.26,3.5
8995,3.71,4.5
8996,3.54,4.0
8998,3.34,3.5
8999,3.29,3.0
9001,4.03,4.5
9002,3.18,0.5
9003,3.98,4.5
9004,3.5,2.5
9005,3.62,4.0
9008,3.18,2.5
9009,4.01,4.0
9011,3.58,1.0
9018,3.27,5.0
9019,3.36,2.5
9020,3.59,3.5
9022,3.08,4.0
9023,3.58,4.0
9026,3.15,3.5
9027,2.73,4.5
9028,3.51,3.5
9029,3.58,5.0
9030,3.66,3.0
9034,3.48,3.5
9039,3.1,3.0
9041,3.08,2.5
9045,3.1,3.0
9046,2.85,1.5
9047,3.25,3.0
9048,3.0,1.5
9049,3.63,0.5
9053,3.5,3.5
9054,3.51,4.0
9058,4.06,3.0
9059,3.23,2.5
9061,4.0,3.5
9063,3.15,3.5
9065,3.21,3.0
9066,2.91,3.0
9067,4.28,5.0
9068,3.96,4.5
9069,3.7,4.0
9078,3.59,3.5
9079,3.36,3.0
9081,3.72,3.5
9082,3.31,3.0
9085,3.05,2.0
9087,3.65,4.0
9088,3.37,3.0
9090,2.95,3.0
9092,3.7,3.0
9094,3.43,2.0
9097,2.78,2.0
9099,2.79,0.5
9100,3.43,1.5
9101,3.27,2.0
9102,3.53,4.0
9104,3.73,1.5
9105,3.77,2.5
9107,4.29,4.0
9108,3.85,3.5
9109,3.33,4.0
9110,3.81,4.0
9112,3.19,3.0
9113,3.94,4.0
9114,3.05,2.5
9115,3.3,4.5
9117,3.88,3.0
9118,3.55,3.5
9119,3.57,4.0
9121,3.33,2.0
9122,4.04,5.0
9123,3.75,4.0
9127,3.94,4.0
9129,4.2,5.0
9133,3.72,3.5
9134,2.83,2.0
9135,3.41,2.5
9136,3.53,2.5
9137,3.81,4.0
9138,3.59,3.0
9139,3.04,2.5
9143,2.32,3.0
9145,3.06,2.5
9152,3.13,1.5
9153,3.16,0.5
9154,3.1,2.0
9157,2.75,3.0
9158,3.41,2.5
9162,2.89,1.5
9166,3.04,1.5
9167,3.05,2.5
9169,4.09,4.5
9170,3.31,4.0
9171,3.73,3.5
9172,3.03,4.5
9178,3.57,4.0
9180,3.63,3.5
9182,3.55,3.5
9183,3.45,2.0
9189,4.31,3.0
9193,3.85,4.0
9195,3.83,4.5
9196,3.08,3.0
9197,3.32,4.0
9199,3.72,2.0
9200,4.39,5.0
9201,2.57,2.0
9202,3.45,4.5
9204,4.27,4.0
9206,3.27,3.5
9207,2.92,4.0
9210,2.83,2.5
9212,3.08,3.0
9213,4.12,4.5
9214,2.73,3.5
9215,3.51,3.5
9220,3.34,2.0
9223,3.7,4.0
9224,3.81,3.5
9225,3.65,5.0
9228,4.05,4.0
9229,3.2,3.5
9230,4.31,4.5
9233,3.36,1.5
9234,3.9,3.5
9238,3.17,3.5
9240,3.31,3.0
9241,3.87,4.0
9242,3.03,2.0
9244,3.29,3.5
9245,3.72,4.5
9246,3.39,2.5
9247,3.27,4.5
9249,3.88,3.0
9253,3.19,3.0
9254,3.52,2.0
9257,2.65,2.5
9258,3.79,4.0
9260,3.5,4.0
9261,3.82,3.0
9263,4.07,3.5
9266,3.86,4.5
9267,3.52,4.0
9269,3.58,3.0
9271,3.72,4.5
9272,3.82,3.5
9273,3.28,3.5
9274,3.57,3.5
9275,3.49,4.0
9276,3.69,2.0
9278,3.26,2.5
9279,3.43,3.0
9281,3.96,5.0
9284,3.55,4.0
9285,3.68,3.5
9286,3.81,4.5
9288,3.61,4.0
9289,3.24,3.5
9290,3.49,3.0
9291,3.72,4.0
9295,3.43,1.0
9296,3.12,3.0
9297,3.23,3.0
9298,3.68,3.5
9301,3.22,2.5
9305,4.24,5.0
9306,3.76,3.0
9307,3.74,2.0
9308,3.66,4.0
9309,3.15,3.0
9310,3.12,2.5
9313,3.31,3.0
9314,3.34,3.5
9315,3.41,3.5
9316,3.04,2.0
9319,3.68,3.5
9320,2.73,3.0
9322,3.5,1.5
9323,3.3,3.5
9325,3.87,3.5
9326,3.43,3.0
9327,3.73,1.5
9330,3.51,3.0
9334,2.93,3.0
9335,3.63,3.5
9337,3.26,4.0
9339,3.89,4.0
9340,3.9,3.5
9343,3.64,4.0
9346,3.88,4.0
9347,3.2,3.0
9351,2.51,0.5
9355,3.09,3.0
9356,3.47,3.0
9357,3.77,3.5
9358,2.94,1.0
9359,3.19,2.5
9361,2.82,3.5
9362,3.64,4.0
9363,3.96,3.5
9366,3.18,3.0
9367,3.57,0.5
9368,3.66,4.0
9369,4.05,3.5
9371,3.11,3.5
9372,3.93,3.5
9376,3.76,3.5
9377,3.69,4.5
9378,3.95,4.5
9379,3.6,2.5
9381,2.94,3.0
9382,2.94,2.5
9385,3.9,3.0
9386,3.56,2.5
9388,2.97,1.0
9389,3.75,3.0
9390,3.45,2.5
9391,3.35,4.0
9392,3.44,3.0
9393,3.7,4.0
9394,2.94,2.5
9398,4.04,3.0
9399,3.4,2.0
9400,3.84,4.0
9401,3.22,3.0
9402,3.4,3.5
9405,3.82,2.0
9406,3.5,4.0
9407,3.36,3.5
9411,3.82,3.5
9412,3.7,3.0
9413,4.02,3.0
9414,3.37,4.0
9415,3.75,4.0
9417,3.83,4.0
9419,3.66,4.0
9420,3.7,4.0
9421,2.77,2.5
9422,3.11,3.0
9423,3.87,4.0
9425,3.76,4.0
9426,2.77,3.0
9432,3.5,2.5
9434,2.95,2.5
9436,3.65,3.0
9439,3.81,4.0
9440,2.82,2.0
9443,2.92,1.0
9444,3.17,3.0
9445,3.83,4.0
9448,3.44,3.0
9449,2.96,4.0
9450,2.95,1.0
9451,4.33,5.0
9452,3.76,3.5
9453,3.63,3.0
